step,cwnd,rtt,srtt,rtt_dev,lost,in_flight,delivery_rate,crt_proto_id,thruput,loss_rate,srtt_avg_10,srtt_min_10,srtt_max_10,srtt_avg_200,srtt_min_200,srtt_max_200,srtt_avg_1000,srtt_min_1000,srtt_max_1000,rtt_dev_avg_10,rtt_dev_min_10,rtt_dev_max_10,rtt_dev_avg_200,rtt_dev_min_200,rtt_dev_max_200,rtt_dev_avg_1000,rtt_dev_min_1000,rtt_dev_max_1000,lost_avg_10,lost_min_10,lost_max_10,lost_avg_200,lost_min_200,lost_max_200,lost_avg_1000,lost_min_1000,lost_max_1000,in_flight_avg_10,in_flight_min_10,in_flight_max_10,in_flight_avg_200,in_flight_min_200,in_flight_max_200,in_flight_avg_1000,in_flight_min_1000,in_flight_max_1000,thruput_avg_10,thruput_min_10,thruput_max_10,thruput_avg_200,thruput_min_200,thruput_max_200,thruput_avg_1000,thruput_min_1000,thruput_max_1000,arm_0,arm_1,arm_2,arm_3,arm_4,arm_5,arm_6,arm_7,arm_8,arm_9,arm_10,reward
20,59.26829268292683,47.13273577235772,383711.18699186994,3782.439024390244,0.0,47.479674796747965,48.235772357723576,2.0,11.382223089430891,0.0,382130.7353658536,377897.3292682927,386615.243902439,339015.19768292696,279774.19105691055,396269.9146341463,313920.67240650405,198784.0,654636.0,3784.3313008130094,2673.9552845528456,5081.211382113821,4151.097804878046,1064.7967479674796,13863.256097560976,10290.324605691052,558.0,143994.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.29674796747966,46.31707317073171,48.52845528455285,42.3124593495935,34.78048780487805,50.548780487804876,35.90818292682925,14.0,55.922764227642276,11.383594999999998,11.070777560975623,11.650123414634134,11.418366341463416,10.104264959349603,12.035873821138136,10.720824756097562,2.2310600000000065,12.214164878048724,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2748.7265495929832
21,41.810810810810814,44.14256081081079,373551.20945945947,7211.195945945946,0.0,36.777027027027025,50.29054054054054,2.0,11.35962572972973,0.0,380339.4493243245,370111.08108108107,392050.41891891893,418699.28364864865,365105.0878378378,449963.0540540541,362165.61565540574,198784.0,654636.0,7306.345270270271,4410.898648648648,10325.385135135135,3861.8438175675683,550.081081081081,16137.824324324325,9334.360216216219,526.0,143994.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.61554054054054,34.945945945945944,40.45945945945946,48.92655405405405,32.66216216216216,55.445945945945944,41.718662162162175,10.594594594594595,56.0,11.354877702702705,11.13437047297297,11.538748716216233,11.359793783783784,10.343006959459453,11.850242297297342,10.772720608108102,2.2310600000000083,12.201939999999974,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2923.280875872823
22,59.4320987654321,41.84874897119342,342808.67489711934,3445.9958847736625,0.0,41.95473251028807,42.8559670781893,2.0,11.35997622222222,0.0,342127.62181069964,338540.13580246916,345930.6378600823,316731.0052057615,278281.86831275723,355433.987654321,356268.17587654333,193351.0,450959.0,3571.9004115226357,2380.01646090535,5029.382716049383,3731.8821399176954,814.5555555555555,11972.01646090535,4216.795761316875,526.0,34661.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.77818930041151,40.851851851851855,42.92181069958848,38.971069958847764,33.8477366255144,46.864197530864196,42.41471193415634,2.0,56.0,11.357788641975306,11.042093333333352,11.644010905349791,11.359274156378588,10.05317831275725,11.944521111111133,11.368537283950621,9.985310000000023,12.130900000000072,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3083.701639425783
23,59.51440329218107,54.286020576131655,443253.13580246916,3743.4938271604938,0.0,53.74485596707819,55.28395061728395,2.0,11.331675057613165,0.0,442922.4609053498,438514.41152263375,447373.0987654321,433162.7631687241,403467.5061728395,466785.44855967077,355762.79681481473,193351.0,466785.44855967077,3716.541152263374,2402.4444444444443,5292.497942386832,3743.0379835390945,561.3539094650206,12399.358024691359,4334.54556378601,473.0,34661.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.75267489711937,52.60493827160494,55.16460905349794,52.98331275720166,48.97530864197531,57.79012345679013,42.46488065843622,2.0,57.79012345679013,11.345130164609056,11.07336761316873,11.559193950617303,11.376716995884772,10.545261069958846,11.884839506172803,11.372195267489705,10.053030000000026,12.130900000000072,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2365.376300086876
24,59.473684210526315,47.40438056680162,390895.96356275305,4316.595141700405,0.0,46.15384615384615,48.48178137651822,2.0,11.198031291497976,0.0,392429.9870445345,387590.52226720646,397735.87044534413,416238.9169635626,381610.14574898785,456899.06477732793,413172.6749959513,333985.4129554656,475167.0,4389.031578947366,3249.5344129554655,5715.348178137652,4006.7018218623466,589.1214574898786,10686.372469635628,3674.2202429149797,473.0,13770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.24170040485826,45.125506072874494,47.88259109311741,49.66957489878542,44.54251012145749,57.0,50.25590688259113,39.78542510121458,59.0,11.195161983805667,10.848023724696354,11.477520445344116,11.239942469635618,10.175291417004031,11.754210283400806,11.347577894736848,10.025944615384594,11.988550000000025,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2645.238809033051
25,60.13709677419355,36.81331854838711,302297.1169354839,4110.346774193548,0.0,36.221774193548384,37.91129032258065,2.0,11.181138778225815,0.0,302890.6177419354,297942.91532258067,308058.81451612903,322333.1690725807,289001.34274193546,360276.7217741936,388950.8328870969,289001.34274193546,475098.4798387097,4098.23709677419,2906.342741935484,5435.600806451613,4178.204395161292,589.0806451612904,10102.125,3787.648282258063,191.0,13222.923387096775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.257258064516115,35.225806451612904,37.76209677419355,38.37842741935483,33.233870967741936,45.431451612903224,46.67289919354839,33.233870967741936,58.858870967741936,11.176796532258061,10.724028749999993,11.545065766129028,11.168849193548386,9.739089314516148,11.908204919354878,11.263215846774191,9.647054112903215,11.908204919354878,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3395.995488108236
26,68.85496183206106,36.384870229007646,310973.0534351145,41432.73282442748,0.0,28.69465648854962,30.52671755725191,2.0,8.847947595419853,0.0,311194.113740458,272719.64885496185,359974.0763358779,302397.5993511451,245164.80152671755,526329.0992366412,332079.7610305343,245164.80152671755,558589.4885496183,39876.42213740458,23167.709923664122,57194.37404580152,15471.77683206107,517.2061068702291,106216.13740458015,6340.72472519084,191.0,106216.13740458015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.945801526717556,26.244274809160306,31.31297709923664,33.577099236641224,19.12213740458015,41.0,39.043519083969464,19.12213740458015,55.29007633587786,9.030680610687023,7.318691221374043,10.706106030534354,10.578553435114504,4.697663053435103,12.089308167938924,11.088968473282447,4.697663053435103,12.089308167938924,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2151.61332761139
27,69.23076923076923,36.04757692307691,308228.60256410256,44275.16025641026,0.0,26.76923076923077,27.858974358974358,2.0,8.31608082051282,0.0,308133.96666666673,265541.98076923075,359896.5512820513,290493.7568269231,209020.66666666666,703433.9358974359,305919.17601923057,203523.0,710798.3269230769,43059.842307692285,25377.98717948718,62262.903846153844,23923.85012820513,2061.0,166386.85256410256,15017.25378205128,260.21153846153845,176247.7628205128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.918589743589735,23.76923076923077,29.96794871794872,29.52291666666667,17.557692307692307,38.0,33.5778205128205,15.0,47.51923076923077,8.500319999999997,6.967383012820505,10.104472051282043,9.580866794871792,2.357546666666669,12.2658058974359,10.329754935897435,2.3444326282051304,12.401149999999964,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1918.497994049511
28,66.24644549763033,35.63999999999997,293521.4691943128,9626.369668246445,0.0,35.14218009478673,35.81516587677725,2.0,10.884503815165873,0.0,292156.97061611374,282400.90995260666,303479.08530805685,294708.62469194323,231080.38388625594,533886.1516587677,301866.3575592418,203523.0,751129.0,9703.723696682464,5945.682464454976,13920.957345971565,19489.387914691946,1081.2938388625591,90532.03791469194,23959.580691943134,493.0,194167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.87535545023696,33.40758293838863,36.52132701421801,30.419881516587676,17.886255924170616,39.59241706161137,30.343521327014223,15.0,41.95260663507109,10.841948199052135,10.205123886255922,11.424489857819903,9.442563175355453,4.216503222748819,12.250832369668245,9.471197962085308,2.2978400000000048,12.401150000000001,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3324.1418496654933
29,60.78666666666667,48.40502666666667,398969.96,11376.533333333333,0.0,46.36,48.92,2.0,10.865674275555556,0.0,399746.93911111105,383923.5466666667,415540.46222222224,365596.905533333,339320.13333333336,430746.0,320647.3071777779,209295.92444444445,751129.0,10250.322666666667,5808.9511111111115,14681.075555555555,4350.308111111113,679.1111111111111,22378.635555555556,16829.29174666665,519.0,194167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.68844444444445,45.15555555555556,48.413333333333334,44.68075555555555,38.88444444444445,51.977777777777774,35.01386222222222,15.0,51.977777777777774,10.971592933333323,10.575753555555538,11.338388755555538,11.309718800000004,9.362867822222228,11.97603937777782,10.08036386666666,2.2978400000000048,12.365553999999948,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2439.0622814070384
30,64.608,50.11550000000001,404038.748,4037.532,0.0,50.624,51.024,2.0,11.466723023999995,0.0,401547.70000000007,396724.156,406461.184,350908.4524,270977.12,514300.216,336755.34393200016,213647.0,683921.0,4127.648799999997,2605.98,5815.856,8885.566379999993,709.788,59185.388,8613.481736000003,517.176,100934.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.34320000000002,49.46,51.304,43.17498000000003,33.308,53.008,40.28126400000001,21.98,57.0,11.473105359999995,11.303628759999993,11.653675240000014,11.062546720000002,7.587201760000005,12.118230159999992,10.99409684,4.726945279999981,12.707899999999992,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2623.65421504294
31,43.975155279503106,47.16413043478262,392224.3229813665,3980.0745341614906,0.0,40.63975155279503,50.98757763975155,2.0,11.287516161490675,0.0,398120.4776397516,389898.4844720497,406441.3229813665,428090.47136645974,388080.42236024846,466689.9937888199,384238.2828136646,213647.0,683921.0,3709.921739130435,2304.658385093168,5350.788819875776,3240.1136645962742,359.75155279503105,12192.52795031056,7546.694099378882,359.75155279503105,100934.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.01118012422358,40.24223602484472,43.95031055900621,50.89431677018635,39.67080745341615,56.8944099378882,46.04671428571428,19.987577639751553,58.0,11.281667888198754,11.031030496894422,11.487312546583858,11.340950124223601,10.141366273291947,11.75066819875776,11.114664472049688,4.912389999999989,12.707900000000052,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2701.375551980418
32,59.81481481481482,32.34662139917694,265241.9135802469,4301.905349794239,0.0,32.39917695473251,33.09465020576132,2.0,11.16720776131687,0.0,266710.8995884774,259131.31275720164,274501.95473251026,276767.5113786007,203117.74897119342,358470.1522633745,363571.8175843622,198779.20164609054,489116.8271604938,4350.541563786006,3043.0246913580245,5836.720164609053,4308.125493827159,443.679012345679,13567.534979423868,4278.173909465021,227.0,32568.01646090535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.598765432098745,31.045267489711936,34.11934156378601,34.53253086419753,20.502057613168724,45.181069958847736,43.559485596707844,1.0,58.0,11.185154320987666,10.740133374485605,11.580991440329214,11.232693292181072,8.917298641975338,11.951474074074012,11.325789341563778,7.97378572016464,12.149669999999944,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3855.3183826748023
33,68.57560975609756,44.347336585365845,372716.9170731707,15314.278048780488,0.0,42.68292682926829,45.43414634146342,2.0,10.790263892682919,0.0,375417.6073170734,359061.81463414634,394677.06829268293,372989.0238536587,293523.19024390244,528562.668292683,320517.80206829275,198685.0,552061.6731707318,15354.206341463423,9850.639024390244,21241.570731707317,8078.931317073171,582.7121951219513,49200.43414634146,4980.058190243902,227.0,51840.751219512196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.083902439024364,41.50243902439024,45.014634146341464,45.38348780487804,33.390243902439025,54.74146341463415,38.179170731707316,1.0,56.0,10.788373853658538,10.278750585365847,11.256593560975581,11.218577658536589,8.40159170731705,11.957899512195114,11.283350243902436,7.495576975609725,12.149669999999974,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2625.40686709883
34,73.74074074074075,31.877691358024716,268459.34567901236,22093.679012345678,0.0,28.37037037037037,28.932098765432098,2.0,9.47737240123457,0.0,267660.4290123456,246293.90740740742,293227.89506172837,284888.7128086422,197579.2962962963,800279.3580246913,312964.2367654321,197579.2962962963,1025432.0,22116.880864197537,12268.75925925926,32581.765432098764,34347.12975308641,687.8333333333334,204191.5,14529.90762345678,310.0,273301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.14814814814814,25.549382716049383,30.598765432098766,26.890154320987655,15.0,36.0,35.840259259259255,15.0,56.0,9.473128456790127,8.154168641975312,10.762850246913578,9.043612716049383,2.6131482716049335,12.077097283950616,10.655638765432101,2.069610000000006,12.130137839506167,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2817.6627498328826
35,68.33928571428571,40.484120535714275,333572.45089285716,5500.544642857143,0.0,40.08482142857143,41.705357142857146,2.0,11.218366540178568,0.0,333581.0477678571,326935.16071428574,340526.6785714286,330741.2018526785,283924.13839285716,422292.3973214286,322462.1823794642,197579.0,1025432.0,5477.165178571426,3594.410714285714,7617.116071428572,6088.575066964281,854.5446428571429,24454.75,16093.360517857142,310.0,273301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.12276785714285,38.84375,41.71875,39.92863839285716,32.973214285714285,49.767857142857146,36.57700892857145,15.0,56.0,11.228537500000007,10.791550446428563,11.60366638392856,11.176594107142861,8.392374285714302,12.007695892857184,10.544012991071432,2.0696100000000075,12.475489999999967,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3108.669559917434
36,60.773109243697476,45.43329831932773,367656.80672268907,3740.1050420168067,0.0,45.16386554621849,45.97899159663866,2.0,11.340646344537813,0.0,366883.66764705884,363165.44537815126,371190.5462184874,366150.2886974789,338982.64705882355,407182.35294117645,327111.23847058817,204406.9705882353,575866.1260504202,3301.2521008403337,2137.516806722689,5028.752100840336,3824.933865546222,766.5546218487395,11708.319327731093,8870.337689075628,489.3109243697479,131792.4705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.00252100840337,44.15126050420168,46.11344537815126,44.39644957983192,40.02100840336134,51.02521008403362,38.80807983193275,16.180672268907564,52.016806722689076,11.33943596638655,11.049044285714272,11.62381222689076,11.316571470588238,10.032540924369735,12.010807058823564,10.916016848739506,3.3715633193277164,12.475489999999958,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2830.748999417798
37,70.28368794326241,32.884397163120575,293005.4893617021,26606.943262411347,0.0,24.638297872340427,26.361702127659573,2.0,7.667794113475177,0.0,300618.00000000006,269130.86524822697,337649.4539007092,306663.81070922007,222349.8439716312,515175.0,365774.3925248226,222349.8439716312,1299698.0,28300.66950354611,16625.702127659573,40674.21985815603,15817.798120567373,1017.4326241134752,99349.0780141844,11636.063985815606,498.0,275133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.926950354609925,21.27659574468085,28.54609929078014,32.281063829787215,17.05673758865248,45.0,40.4099219858156,17.05673758865248,58.0,7.566894326241138,6.113797234042559,9.296656737588645,9.646315460992906,3.118866382978726,12.000111134751792,10.663044326241137,2.4618500000000063,12.099009999999971,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1787.9321558201998
38,63.44444444444444,31.78081481481483,268024.3888888889,17240.697530864196,0.0,28.623456790123456,29.030864197530864,2.0,9.372791302469139,0.0,269614.78271604964,253585.26543209876,290234.7469135802,280442.8369135802,207528.71604938273,442708.97530864197,352256.1259506171,201437.0,1299698.0,19200.529629629622,12044.092592592593,26524.376543209877,29893.89910493826,2532.1728395061727,107451.0,17774.085604938264,638.0,275133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.046913580246915,25.419753086419753,30.34567901234568,23.389104938271597,8.0,33.839506172839506,36.0573950617284,8.0,58.0,9.187729074074072,8.02109277777777,10.458562283950625,7.536128888888887,1.7970199999999996,11.904468333333305,9.735002654320981,1.7970199999999996,12.099009999999964,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2764.2216295280878
39,59.450819672131146,53.308729508196706,433439.5737704918,4276.450819672131,0.13524590163934427,57.364754098360656,53.97950819672131,2.0,11.36861130737704,0.0010245901639344265,431857.9364754098,427010.84426229505,436816.6024590164,381371.60454918013,329789.74590163934,443763.8032786885,328313.24400409847,201437.0,978077.3975409836,4255.647950819673,3025.3811475409834,5707.9713114754095,3933.2558401639326,923.5204918032787,13156.713114754099,16074.421274590159,509.0,192753.631147541,0.13524590163934427,0.09836065573770492,0.1721311475409836,0.022315573770491804,0.0,0.20081967213114754,0.0044631147540983625,0.0,0.20081967213114754,57.18073770491801,54.381147540983605,60.16393442622951,48.08834016393439,40.028688524590166,62.61065573770492,34.81980737704917,8.0,65.51639344262296,11.378707377049183,11.139629508196734,11.603990368852452,11.4003411885246,10.142235573770467,12.305680409836041,9.81177446721312,1.7970199999999912,12.362640655737659,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2422.2836609906526
40,58.34188034188034,55.41269230769232,451009.8846153846,3369.423076923077,0.0,54.572649572649574,56.27777777777778,2.0,11.396995679487178,0.0,450662.5636752138,447035.1452991453,454602.86324786325,450170.514380342,428456.3333333333,475233.3547008547,388661.5980726498,232496.8205128205,490940.0,3305.8461538461543,2227.8418803418804,4577.636752136752,3278.515598290598,620.1282051282051,8625.696581196582,5992.5760641025645,509.0,68067.5982905983,0.0,0.0,0.0,0.014957264957264958,0.0,0.1581196581196581,0.06799999999999973,0.0,1.0,54.58846153846152,53.64957264957265,55.623931623931625,54.96504273504275,51.14529914529915,67.08547008547009,48.877705128205115,17.4017094017094,113.0,11.39284128205128,11.142112393162407,11.614273803418781,11.378217820512814,10.059724444444466,11.980716794871743,11.047724572649571,4.587517735042731,12.38047999999996,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2344.0749826818137
41,58.274193548387096,49.92350806451613,406241.37903225806,3655.7258064516127,0.0,49.66532258064516,50.98790322580645,2.0,11.245345358870962,0.0,406810.7254032258,402516.35887096776,411476.31451612903,424170.381955645,392289.80241935485,465265.7217741936,446244.17444354866,380101.5120967742,490062.98387096776,3672.4713709677403,2492.625,4925.25,3579.713568548386,651.0564516129032,9873.858870967742,3566.635979838711,528.0,12106.870967741936,0.0,0.0,0.0,0.0777620967741934,0.0,0.592741935483871,0.09536290322580665,0.0,1.0,49.590725806451616,48.556451612903224,50.74193548387097,53.64064516129028,46.350806451612904,87.7258064516129,57.09300806451613,45.46774193548387,113.0,11.244979435483874,10.93883899193546,11.527475403225791,11.227462177419358,9.936738185483845,11.886185443548362,11.336440685483879,9.810773225806438,12.173477298387139,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2533.0308830558506
42,65.28703703703704,30.30738425925928,251316.8935185185,8360.472222222223,0.0,29.26388888888889,30.689814814814813,2.0,10.670639097222228,0.0,250902.5310185185,242727.19444444444,260166.74537037036,329294.3998842594,218819.5648148148,609934.6712962963,415932.2729537036,218819.5648148148,728917.0,8306.810185185175,5394.277777777777,11302.643518518518,14502.10930555555,1000.3287037037037,74362.375,6443.177300925927,535.0,93762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028999999999999932,0.0,1.0,29.23194444444444,27.430555555555557,30.912037037037038,33.31583333333334,14.939814814814815,48.85648148148148,49.59493981481483,13.0,110.0,10.667010046296294,9.984274537037034,11.29674319444445,9.801500972222227,3.99320523148148,12.13769527777774,10.951802453703701,3.389180000000008,12.150619999999934,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3756.9239112355813
43,68.0657894736842,34.84896052631581,294157.8947368421,34529.72368421053,0.0,26.513157894736842,28.026315789473685,2.0,9.011536157894733,0.0,297916.2809210526,253770.55921052632,346677.50657894736,301675.18664473685,206739.70394736843,689128.7039473684,344696.0020855263,206739.70394736843,728917.0,33899.32763157895,20138.41447368421,50659.92105263158,22992.029473684215,1585.796052631579,182901.31578947368,10519.001664473686,535.0,186241.67763157896,0.0,0.0,0.0,0.0,0.0,0.0,0.007631578947368419,0.0,0.35526315789473684,26.480921052631565,23.407894736842106,29.38157894736842,29.926315789473687,17.19736842105263,38.44078947368421,38.91056578947368,13.0,76.47368421052632,9.036317828947372,7.394262499999998,10.533243486842112,9.828741710526318,2.6994740789473752,12.128816184210523,10.583238815789471,2.416372105263163,12.205727894736842,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2330.2787175970525
44,63.101604278074866,48.117550802139036,388554.6844919786,19180.604278074865,0.0,45.3903743315508,46.12299465240642,2.0,10.893152844919786,0.0,377735.2358288771,350701.8395721925,401623.8556149733,298738.1925401069,218893.04812834226,476496.486631016,292363.29205882363,205125.0,740217.4973262032,14914.596256684497,8547.716577540106,21668.85026737968,11156.33882352941,1615.3155080213903,61822.53475935829,14862.708074866316,591.0,199896.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.46844919786098,40.657754010695186,48.475935828877006,36.00026737967916,17.3475935828877,49.294117647058826,31.5497860962567,10.283422459893048,56.97860962566845,11.059391443850261,10.479046203208553,11.528775347593585,10.70747304812834,5.755480962566837,12.599481229946502,10.129422887700539,2.231710000000007,12.749749999999962,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2466.060443435618
45,63.1207729468599,32.71925603864734,286831.68599033816,10871.468599033817,0.0,30.995169082125603,32.256038647343,2.0,10.51506401449275,0.0,287220.7666666667,265341.85507246375,310324.5265700483,286325.57751207746,216330.6811594203,719735.1594202898,302549.26381642494,205125.0,959948.0,11661.596135265696,6790.429951690821,18619.217391304348,15633.148285024145,987.7342995169082,144979.67632850242,19320.910251207726,987.7342995169082,199896.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.969082125603858,29.768115942028984,32.61352657004831,29.208309178743992,20.869565217391305,37.410628019323674,32.02445893719806,0.0,58.0,10.492407342995168,9.729980483091783,11.242368405797095,9.892194734299522,1.7333452173913084,12.131291449275366,9.957312270531402,1.7185000000000046,12.74974999999996,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3379.2507807286015
46,70.34862385321101,36.6238899082569,305980.628440367,11348.238532110092,0.0,35.38532110091743,37.444954128440365,2.0,10.868639041284403,0.0,307131.86376146786,293359.18807339447,321757.06880733947,331172.1364678901,230676.07798165138,475923.38532110094,309133.8734220183,211633.66972477065,959948.0,11224.775688073401,7463.701834862385,15416.967889908257,8646.272408256875,1141.3899082568807,42555.266055045875,12916.19261009174,770.0,197949.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.56009174311924,33.62385321100918,37.65137614678899,39.311766055045865,25.23394495412844,51.54128440366973,35.12388990825689,0.0,58.0,10.855337660550456,10.122166880733944,11.529047752293561,11.070865366972479,7.183388532110116,12.174776467889926,10.641640871559636,1.7185000000000046,12.597039495412844,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3225.416901186641
47,60.6,31.55050476190476,261953.20476190475,12783.957142857143,0.0,28.285714285714285,29.585714285714285,2.0,10.433936938095236,0.0,262467.0471428571,247714.1,278915.88095238095,278803.01130952383,211401.3,573914.0142857142,292974.1257571428,206472.4238095238,679195.819047619,12698.459047619053,7864.766666666666,18041.22380952381,17695.070452380955,304.9904761904762,140127.28095238094,11912.752280952378,304.66190476190474,177665.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.217142857142843,26.866666666666667,29.928571428571427,29.4407619047619,19.166666666666668,41.82380952380952,33.17560952380952,18.0,53.0,10.431897714285709,9.639269952380957,11.134996619047605,10.27757533333333,2.8223208571428517,11.979742666666665,10.693906285714283,1.8838501428571515,12.546779999999991,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3450.5642279583153
48,57.74698795180723,52.17385542168674,424397.4979919679,3891.40562248996,0.0,51.05220883534137,52.95582329317269,2.0,11.320114807228917,0.0,421348.13253012055,414463.281124498,428495.8955823293,361911.07136546157,278591.578313253,462845.8353413655,301181.16684337344,199515.0,599146.0,3883.0991967871487,2686.6345381526103,5281.156626506024,4142.3551405622475,809.5341365461848,12612.963855421687,11558.689353413658,294.0,177665.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.661847389558226,49.18072289156626,52.46987951807229,43.153072289156604,32.25301204819277,55.903614457831324,34.20433333333332,18.0,55.903614457831324,11.313234337349392,11.010898192771066,11.55302867469877,11.27060578313253,9.774827871485927,11.901089799196757,10.760442931726905,2.366300000000012,12.546780000000012,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2456.1153485856025
49,68.45945945945945,28.550391891891888,248434.4662162162,14203.317567567568,0.0,25.20945945945946,27.14189189189189,2.0,9.682927074324326,0.0,250321.82837837833,236674.3581081081,266018.7837837838,331746.44699324336,225013.32432432432,433777.16891891893,334921.2602162163,199515.0,564077.0,14283.82702702703,8884.675675675675,20768.243243243243,8878.669054054055,1336.1351351351352,42414.71621621621,6858.637729729732,522.7905405405405,92644.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.404054054054058,22.37162162162162,28.405405405405407,36.19226351351354,19.56081081081081,52.95945945945946,38.792729729729736,17.35135135135135,57.0,9.670475540540535,8.316956351351354,10.930731013513512,10.389894256756758,6.3444225000000065,11.960085000000005,10.922890608108109,3.2525779054054107,11.999801486486495,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3283.985639896446
50,61.62573099415204,31.40637426900583,263382.54970760236,16313.269005847953,0.0,25.339181286549707,27.304093567251464,2.0,9.18690811695906,0.0,268809.3748538012,247478.54970760233,292579.9941520468,313390.6920175439,211024.78362573098,593558.0,345450.26359649113,205284.11695906433,593558.0,17420.894152046774,11240.82456140351,24517.345029239765,31220.289005847964,905.6959064327485,95796.78947368421,11586.07988888889,413.46783625730995,96192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.30058479532163,22.801169590643276,27.461988304093566,24.670526315789473,15.52046783625731,33.35087719298246,37.69328070175442,13.0,57.0,8.973935204678359,7.626880877192978,10.241707076023394,7.670460701754387,2.349539999999994,11.950015730994128,10.198163508771934,2.349539999999994,12.24474000000004,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2687.3294702010207
