step,cwnd,rtt,srtt,rtt_dev,lost,in_flight,delivery_rate,crt_proto_id,thruput,loss_rate,srtt_avg_10,srtt_min_10,srtt_max_10,srtt_avg_200,srtt_min_200,srtt_max_200,srtt_avg_1000,srtt_min_1000,srtt_max_1000,rtt_dev_avg_10,rtt_dev_min_10,rtt_dev_max_10,rtt_dev_avg_200,rtt_dev_min_200,rtt_dev_max_200,rtt_dev_avg_1000,rtt_dev_min_1000,rtt_dev_max_1000,lost_avg_10,lost_min_10,lost_max_10,lost_avg_200,lost_min_200,lost_max_200,lost_avg_1000,lost_min_1000,lost_max_1000,in_flight_avg_10,in_flight_min_10,in_flight_max_10,in_flight_avg_200,in_flight_min_200,in_flight_max_200,in_flight_avg_1000,in_flight_min_1000,in_flight_max_1000,thruput_avg_10,thruput_min_10,thruput_max_10,thruput_avg_200,thruput_min_200,thruput_max_200,thruput_avg_1000,thruput_min_1000,thruput_max_1000,arm_0,arm_1,arm_2,arm_3,arm_4,arm_5,arm_6,arm_7,arm_8,arm_9,arm_10,reward
51,59.11203319502075,38.43250622406642,311212.3941908714,4815.614107883817,0.0,38.863070539419084,39.29875518672199,2.0,11.39391749792531,0.0,308146.2800829874,302950.00829875516,313509.244813278,283165.0340248963,211951.47302904565,445637.20331950206,309219.51004979253,198376.0,593558.0,4834.808713692951,3215.410788381743,6634.738589211618,10809.89593360995,1414.7800829875519,56995.31535269709,17015.149746887968,264.0,154602.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.577178423236525,37.50622406639004,39.904564315352694,32.75489626556018,23.946058091286307,43.344398340248965,31.630439834024905,13.0,56.892116182572614,11.39219954356846,11.086401203319511,11.664198672199145,10.557818838174281,6.222442157676337,12.278567385892146,9.550553817427387,2.349539999999999,12.454859999999972,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3377.9047511291496
52,64.51428571428572,31.689707142857152,258596.7,19459.72142857143,0.0,25.67142857142857,27.12857142857143,2.0,8.847801928571426,0.0,256744.80499999982,238500.0,278132.70714285714,320980.725142857,212401.7,688079.0,305336.2631642856,198376.0,688079.0,17973.48285714286,11703.057142857142,25259.457142857143,33692.09953571429,3278.6428571428573,144246.79285714286,22238.78972857144,264.0,154681.7214285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.700000000000003,22.414285714285715,29.007142857142856,27.00014285714286,17.6,39.50714285714286,29.491799999999998,15.092857142857143,49.0,8.935049999999997,7.490622857142864,10.34765757142858,8.023908142857142,2.971319999999995,12.246110000000028,9.087568142857142,2.349539999999995,12.454860000000037,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2470.316421326349
53,62.23770491803279,35.63728688524592,290477.9795081967,5449.13524590164,0.0,36.5655737704918,36.52459016393443,2.0,11.238429864754094,0.0,290044.41065573774,282754.45901639346,297984.52459016396,265160.63979508204,204446.52049180327,393932.2172131148,305560.25637704914,202041.5819672131,1036086.0,5896.62336065574,3912.467213114754,8068.196721311476,8097.114016393439,1139.094262295082,41265.19672131148,20113.63478688525,668.0,293913.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.286475409836065,34.66393442622951,38.41393442622951,31.614713114754103,21.102459016393443,42.200819672131146,31.36076639344263,16.0,49.0,11.16360323770491,10.653221065573758,11.609664959016403,10.765095983606555,6.963042131147543,12.3116070491803,9.709669713114751,1.42559,12.41546225409837,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3544.105613045679
54,57.23076923076923,31.99508144796382,260298.10859728506,4803.782805429864,0.0,32.05429864253394,35.009049773755656,2.0,11.395352294117647,0.0,259573.41085972846,253654.06787330317,266323.1447963801,315952.47287330334,199605.2488687783,430782.5701357466,313944.89922624436,199219.9366515837,1036086.0,5182.898642533937,3454.0995475113123,7023.099547511312,5651.767443438915,588.8823529411765,21476.57918552036,16574.962760181,588.8823529411765,293913.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.290045248868772,29.86425339366516,32.83710407239819,34.24622171945701,2.97737556561086,51.38914027149321,33.16079185520363,1.0,56.0,11.387917692307697,11.106092262443418,11.674619411764699,11.410364705882358,10.14563990950223,12.036826470588197,10.183982352941177,1.42559,12.353669999999974,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4058.5631179318907
55,58.28936170212766,52.99145957446812,430566.9914893617,2868.2978723404253,0.0,52.808510638297875,54.08085106382979,2.0,11.427142740425543,0.0,429862.5097872338,426801.5574468085,433229.32765957445,414609.14753191517,383046.9531914894,452172.5106382979,341204.2762468087,199055.0,455249.1914893617,2838.0004255319127,1776.787234042553,4064.1617021276597,3642.4377021276578,614.1234042553192,11662.497872340426,4639.969931914891,562.5574468085107,31493.165957446807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.777872340425546,51.87659574468085,53.91489361702128,51.03125531914893,47.18723404255319,56.82127659574468,41.233034042553186,1.0,57.02553191489362,11.413643191489369,11.207536170212762,11.608831191489354,11.421566680851067,10.3776749361702,11.828115999999987,11.372921361702135,8.445492510638282,12.262523617021234,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2464.16313281122
56,59.45378151260504,51.868962184873965,422666.50420168065,3759.8823529411766,0.0,51.77731092436975,52.86974789915966,2.0,11.412353542016797,0.0,421605.02647058835,417438.6176470588,425959.39495798317,407796.7780672268,379201.94537815126,448473.68487394956,385777.28399159684,233728.34033613445,462330.718487395,3726.396638655462,2387.90756302521,5395.0672268907565,3773.0172689075625,437.61764705882354,11822.533613445377,3710.828802521009,414.53361344537814,16047.735294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.642857142857146,50.68487394957983,52.71008403361345,49.38275210084034,45.436974789915965,55.911764705882355,46.966563025210064,22.218487394957982,58.0,11.425458361344539,11.19872289915965,11.65055579831935,11.304566932773106,9.823202352941138,11.930590294117664,11.370788529411763,9.623869999999947,12.066801344537797,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2510.9778452349933
57,58.686440677966104,53.66463983050846,437054.2669491525,3456.5974576271187,0.0,52.76271186440678,54.77542372881356,2.0,11.325958966101703,0.0,437891.6966101694,434348.06355932204,441741.1525423729,441573.3554661019,426674.1228813559,466082.906779661,430119.6025762712,376112.0,477077.0,3493.081779661019,2478.4322033898306,4562.847457627118,3085.2930084745763,596.8898305084746,8347.618644067798,3340.9218050847435,370.0,13373.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.728813559322035,51.8771186440678,53.567796610169495,53.69949152542371,51.101694915254235,57.75423728813559,52.21944491525423,45.0,58.0,11.339748135593226,11.10430351694915,11.573305211864428,11.371780254237281,10.29009978813555,11.831783474576312,11.355850932203397,9.623869999999947,11.956760000000024,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2390.351551169659
58,69.07058823529412,31.575805882352945,263725.0882352941,21460.34117647059,0.0,25.96470588235294,27.647058823529413,2.0,9.133282235294118,0.0,265697.9688235295,242764.72352941177,291802.75294117647,359487.3337941176,210346.1294117647,506006.53529411764,417800.7168117647,210346.1294117647,506488.0,22422.016470588234,14977.658823529411,30341.029411764706,17199.225705882367,1313.5294117647059,70328.87647058823,6195.534394117644,370.0,70328.87647058823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.845294117647065,23.158823529411766,28.611764705882354,35.74764705882354,0.2823529411764706,56.84705882352941,49.241194117647076,0.0,59.0,9.047533764705888,7.689240352941172,10.364731470588236,9.516323058823529,0.09938070588235294,12.360946411764669,10.996618999999999,0.0,12.363860470588198,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2641.796477378987
59,73.05263157894737,30.335748538011703,266067.98830409354,25310.152046783627,0.0,27.198830409356724,28.45614035087719,2.0,8.955273368421054,0.0,272853.2812865498,245901.4970760234,303645.0350877193,361547.8824269006,221483.98245614034,565820.0,380577.500368421,204420.78362573098,565820.0,25962.21461988304,18038.654970760235,34488.070175438595,20919.600380116965,1846.625730994152,86630.95906432749,11415.622865497071,554.1052631578947,89274.07602339181,0.01637426900584795,0.0,0.04093567251461988,0.06499999999999999,0.0,1.0,0.012999999999999949,0.0,1.0,27.981871345029226,24.023391812865498,32.567251461988306,42.062134502924,19.15204678362573,87.0,44.12664912280702,0.0,87.0,8.905148538011701,7.455899766081871,10.543641111111114,9.869351695906438,3.8513713450292375,12.650727192982478,10.52233953216374,0.0,12.878259999999967,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2643.6441909639684
60,66.3121387283237,29.770086705202335,253645.3005780347,23585.56069364162,0.0,25.872832369942195,27.14450867052023,2.0,9.511279861271676,0.0,256088.35549132936,232919.15028901733,285162.24277456646,289325.5059826592,205974.5838150289,589608.0,337373.3962890173,203292.0,589608.0,25536.28786127168,14252.682080924855,37168.68208092485,41155.224942196524,680.306358381503,169438.0,20873.44587861273,588.2254335260116,169438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012999999999999949,0.0,1.0,25.8179190751445,23.526011560693643,27.959537572254334,26.092572254335263,13.0,37.190751445086704,36.66421387283237,0.0,87.0,9.401972485549134,8.141599595375713,10.855634682080929,8.543699942196533,2.664447745664737,12.108064855491367,9.784134971098265,0.0,12.878259999999967,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3038.7701096894466
61,65.6470588235294,34.874150326797384,322861.66013071896,45067.1568627451,0.0,28.019607843137255,29.640522875816995,2.0,8.49510537254902,0.0,321632.8862745098,276135.53594771243,383301.46405228757,276800.72375817,215857.30065359478,943930.0,297207.93939215684,203292.0,943930.0,45195.3431372549,24187.849673202614,65640.81699346405,25822.077745098035,915.6013071895425,255122.88888888888,25550.965653594765,554.0,255122.88888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.012999999999999956,0.0,1.0,28.146405228758173,25.836601307189543,30.640522875816995,28.920816993464058,21.764705882352942,35.052287581699346,31.391549019607854,9.862745098039216,87.0,8.64129366013072,7.348830784313725,10.076816209150328,10.300490653594771,0.9291254901960809,12.13337215686272,9.609953921568634,0.7275623529411779,12.878259999999969,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2069.350019818446
62,66.784,36.683328,301310.86,6661.052,0.0,38.112,37.364,2.0,11.177362332000007,0.0,298589.40120000014,291416.488,307913.904,288447.48576000007,222085.82,460704.056,292825.2207200001,203292.0,943930.0,6772.793199999999,4126.2,9716.108,22104.51222000001,1202.764,69564.188,28983.05724799999,554.0,255195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008839999999999966,0.0,0.704,37.706799999999994,36.456,39.016,30.56509999999999,17.196,41.344,29.595503999999977,12.0,75.676,11.177402279999994,10.579532839999967,11.735438560000004,9.461909879999993,3.990092920000011,12.290369359999936,9.268117919999998,0.9231000000000036,12.694814319999997,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3405.7279512774167
63,66.7431693989071,48.461519125683054,405531.5027322404,19282.601092896173,0.0,44.49726775956284,48.032786885245905,2.0,10.622304071038258,0.0,409999.51147540996,389017.0710382514,434630.52459016396,431222.30306010926,371198.38797814207,558089.650273224,338392.7267049179,210637.39890710384,943930.0,19238.81202185793,11832.005464480875,27162.69398907104,8063.9517213114705,699.0218579234972,55902.934426229505,17276.486333333334,480.0,255195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.090710382513656,43.13661202185792,47.005464480874316,51.25095628415301,40.666666666666664,57.0,38.02490163934425,12.0,57.0,10.620575027322404,9.920211038251383,11.288166284152991,11.15325010928961,7.876392950819683,11.894319781420775,10.303544808743165,0.9231000000000029,12.312850000000003,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2328.308061395052
64,92.72674418604652,60.47784011627908,479003.45058139536,4078.095930232558,319.75,442.7674418604651,63.28779069767442,2.0,11.588438595930237,0.5825290697674419,476014.34389534907,471419.8168604651,480834.7936046512,429959.6266279071,334332.4680232558,632909.6279069767,383471.8459273258,226965.31104651163,810244.0,4129.896220930234,3445.5755813953488,4916.2558139534885,15967.062529069748,1658.468023255814,128911.99709302325,14242.138482558143,480.0,260959.0,318.3444767441858,306.6162790697674,330.0261627906977,264.8500726744186,82.98837209302326,476.84593023255815,67.2054040697674,0.0,501.5494186046512,439.86686046511625,428.2005813953488,451.50581395348837,358.0160610465116,150.8372093023256,565.5988372093024,121.53215697674418,16.825581395348838,581.0,11.581582674418609,11.283542790697688,11.908797877907004,11.025469418604647,6.473707412790701,14.53467656976751,10.832397296511619,1.8392000000000046,16.242804651162846,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1244.5780949093999
65,58.03361344537815,32.41502941176468,271844.78571428574,2624.936974789916,0.0,31.441176470588236,33.554621848739494,2.0,11.218713071428567,0.0,273355.4100840337,270529.28571428574,276239.3403361345,298973.3827731093,269382.7016806723,322522.512605042,378439.35524369765,236449.0,810244.0,2654.3525210084035,1903.6134453781513,3522.6134453781515,2333.9354831932774,374.7647058823529,6338.100840336135,10526.831058823525,127.0,260959.0,0.0,0.0,0.0,0.0,0.0,0.0,110.75600000000033,0.0,502.0,31.619327731092437,30.743697478991596,32.70168067226891,34.96691176470589,30.51260504201681,39.30252100840336,178.51849579831944,20.0,581.0,11.21401676470588,10.830000420168059,11.514417563025212,11.290104411764709,9.955682016806742,11.865378949579862,10.987857016806714,1.8392000000000044,16.29590000000005,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3882.7521148794995
66,58.583333333333336,31.939749999999997,260626.0,3531.025,0.0,32.47083333333333,32.858333333333334,2.0,11.397095070833329,0.0,258790.0162499999,255026.1875,262958.6583333333,235333.82233333337,202749.37083333332,272795.2375,299615.5344583332,202726.82083333333,486769.87916666665,3506.3679166666693,2262.258333333333,4853.458333333333,2807.976437499998,330.75,12073.879166666668,2267.638658333334,127.0,14562.0,0.0,0.0,0.0,0.0,0.0,0.0,29.110112500000014,0.0,272.2291666666667,32.21791666666665,31.141666666666666,33.22083333333333,28.504708333333344,21.479166666666668,35.25416666666667,76.44300833333334,21.0,408.9375,11.385975666666665,11.111877833333349,11.639925499999999,11.368402458333343,10.074498458333357,12.004651791666642,11.255979375,7.35887000000002,12.019019541666642,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4066.837263153851
67,58.19827586206897,46.03691810344827,378261.6422413793,3552.7413793103447,0.0,45.40948275862069,47.224137931034484,2.0,11.307086422413795,0.0,378135.0465517242,374178.349137931,382337.0603448276,371649.047025862,348459.1767241379,400794.4612068966,289178.5005474138,202105.0,400894.4956896552,3540.7456896551726,2384.314655172414,4894.245689655172,3488.132090517243,440.28879310344826,9704.474137931034,2827.3476551724134,182.0,13226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.516379310344796,44.34051724137931,46.64224137931034,45.09989224137931,41.68103448275862,50.327586206896555,34.86954310344827,21.0,50.327586206896555,11.301056293103436,11.002533189655189,11.56697538793104,11.329659224137933,9.931398405172382,11.82028663793098,11.344383534482766,9.87032655172411,12.03040999999998,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2777.123173797143
68,58.27467811158798,42.98730042918456,354239.669527897,3713.06008583691,0.0,42.291845493562235,44.141630901287556,2.0,11.292401832618022,0.0,354755.7339055795,350772.4592274678,359017.5407725322,367246.26489270385,341654.6137339056,403218.8540772532,350635.9902231759,237582.84120171674,411166.0,3696.0489270386283,2502.3519313304723,4976.703862660945,3507.9362660944203,690.1287553648069,12111.502145922746,3456.7426523605154,275.0,13493.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.33261802575105,41.18454935622318,43.716738197424895,43.869163090128765,39.54935622317596,51.02575107296137,42.56663090128753,28.27038626609442,52.0,11.308537339055801,10.938082145922738,11.60133412017165,11.3082378969957,9.955818025751078,11.857169957081526,11.344462188841199,9.88836999999997,11.988822446351886,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2966.4190675140794
69,58.957264957264954,52.291299145299114,428994.0341880342,4193.794871794872,0.12393162393162394,55.26495726495727,53.452991452991455,2.0,11.186674294871786,0.0009829059829059832,429862.5598290598,424919.7863247863,434947.2735042735,414346.7025000001,361464.4743589744,476236.8547008547,376000.18405128224,319821.0,476236.8547008547,4309.292735042735,3033.863247863248,5845.982905982906,4200.298931623932,1106.6837606837607,13271.57264957265,3719.604132478635,333.2521367521368,14697.0,0.12393162393162394,0.08547008547008547,0.1623931623931624,0.0917094017094015,0.0,0.6923076923076923,0.018341880341880303,0.0,0.6923076923076923,55.4423076923077,52.36752136752137,58.97435897435897,53.86363247863248,43.388888888888886,89.53418803418803,46.173128205128215,38.0,89.53418803418803,11.190143888888894,10.826757521367536,11.501129786324789,11.335762136752141,9.966908675213729,11.931270982905922,11.321839615384611,9.801357905982954,12.316029999999964,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2391.06223175047
70,58.53488372093023,60.187104651162734,463342.93023255817,16468.075581395347,0.0,53.23837209302326,54.61046511627907,2.0,10.984393168604656,0.0,447684.25813953485,432619.7267441861,467032.48255813954,415808.781511628,381277.12209302327,480530.12790697673,389641.0269069769,319821.0,512504.66279069765,10672.22441860465,3637.5872093023254,18597.06976744186,4160.349156976743,617.0,25125.60465116279,4005.1966104651146,617.0,27195.29651162791,0.0,0.0,0.0,0.0,0.0,0.0,0.028999999999999936,0.0,1.0,53.26802325581396,51.91279069767442,54.41860465116279,50.95886627906978,46.29651162790697,57.25581395348837,48.28827906976745,38.0,108.0,11.18455424418605,10.677070000000002,11.65346680232558,11.395025872093017,10.062688837209313,12.13526569767443,11.310738546511631,9.423349476744205,12.316029999999968,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004.6967814072993
71,48.73684210526316,34.05324342105264,281274.5657894737,4581.921052631579,0.0,29.592105263157894,37.88157894736842,2.0,11.480835934210509,0.0,282678.99605263164,275852.5592105263,289739.57236842107,279360.8341776314,206044.95394736843,606693.4736842106,386589.0970986843,202320.15131578947,1218853.0,4560.058552631578,3112.8815789473683,6122.6776315789475,19621.38812500001,1044.6381578947369,132909.36184210525,11415.682848684211,617.0,250164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02899999999999994,0.0,1.0,29.667105263157886,27.013157894736842,32.61842105263158,29.504868421052624,12.960526315789474,39.48684210526316,45.021013157894764,12.960526315789474,108.0,11.454575592105266,11.157189868421058,11.690080986842107,10.129990197368421,2.5494199999999982,12.151087105263134,10.84352809210526,2.5494199999999982,12.15574999999996,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3870.6914996330693
72,66.62331838565022,39.11293721973093,323576.78923766816,13080.887892376682,0.0,40.15695067264574,40.81165919282511,2.0,10.915603865470844,0.0,323147.5085201795,308921.81614349777,339671.3542600897,274927.7404035874,236572.97757847534,357202.51569506724,324345.699040359,199968.0,1218853.0,12541.82735426009,8067.726457399103,17072.013452914798,5459.336165919284,666.1255605381166,22863.32735426009,11915.148816143486,562.0,250164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.07892376681614,38.09865470852018,42.152466367713004,34.20464125560538,27.847533632286996,44.955156950672645,36.06719730941706,2.0,59.0,10.927120269058296,10.364243677130034,11.461478923766808,11.200371793721965,9.31568739910313,12.627982600896843,10.825227219730944,2.5494200000000036,12.648391569506712,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3046.316873380839
73,77.21538461538462,40.89559230769232,344748.8153846154,42207.56923076923,0.0,28.50769230769231,31.692307692307693,2.0,8.346436946153847,0.0,343498.1553846152,301100.1846153846,391208.55384615384,290611.5355,251507.9153846154,451160.8615384615,284791.48816923075,199968.0,622508.8153846153,39583.61615384616,23208.084615384614,56782.88461538462,10540.434000000003,1044.0,69954.33846153846,10107.963638461542,562.0,135998.3923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.901538461538443,25.623076923076923,32.184615384615384,31.924615384615382,21.46153846153846,38.646153846153844,32.73766153846154,2.0,58.0,8.460361615384612,7.061581384615382,9.820299384615389,10.638215384615384,5.998087846153836,12.004977846153833,10.88635276923077,2.5224378461538413,12.77006000000004,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1703.4354878071383
74,63.336633663366335,30.14115841584157,258541.96534653465,22233.69801980198,0.0,26.53960396039604,27.757425742574256,2.0,9.745597024752477,0.0,269749.6727722771,241803.900990099,303053.47524752474,321598.32658415835,198414.83663366336,818907.801980198,297275.9203663367,195625.93564356436,823372.0,25698.165841584152,15824.717821782178,36911.37128712871,52268.120841584176,1215.1287128712872,210690.16336633664,20040.076999999994,551.5297029702971,213821.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.386138613861387,24.247524752475247,28.252475247524753,25.272029702970272,13.544554455445544,35.866336633663366,31.70844554455444,8.336633663366337,58.0,9.550296732673273,8.465656039603958,10.651460495049498,8.005921881188115,1.8429430198019752,11.991225891089066,10.176742079207921,1.7938399999999937,12.770059999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3151.061924216081
75,60.43119266055046,29.687504587155964,245304.6880733945,6948.917431192661,0.0,28.3302752293578,30.105504587155963,2.0,10.695540215596326,0.0,244305.1009174311,236735.88073394494,252506.99082568806,251376.51662844035,198176.11009174312,508086.70642201835,293871.2192981652,194366.0,823372.0,6848.3756880733945,4319.522935779816,9732.51376146789,15807.966972477068,824.7018348623853,124700.89908256881,25374.489160550464,547.0,213821.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.394495412844048,26.46330275229358,30.513761467889907,27.77373853211009,18.692660550458715,36.98623853211009,29.843981651376147,12.0,52.678899082568805,10.728371972477062,10.029556880733935,11.377976972477068,10.652746100917428,4.608161284403667,12.157770321100864,9.81621133027523,1.7938399999999932,12.184898256880677,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3853.2907907806934
76,65.43661971830986,30.541671361502335,257761.220657277,9282.93896713615,0.0,30.704225352112676,31.779342723004696,2.0,11.10683376995305,0.0,265708.6873239436,252124.71361502347,283814.9765258216,278953.25678403745,226719.17840375588,709539.1784037559,280936.5354037557,194366.0,823372.0,12899.375117370892,7343.967136150235,18945.23943661972,20848.18319248826,1798.826291079812,183422.33333333334,27312.081741784026,547.0,213821.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.581220657276997,28.868544600938968,32.49295774647887,30.393403755868565,21.690140845070424,40.605633802816904,27.91305164319248,12.431924882629108,40.605633802816904,10.9293082629108,10.057825258215958,11.732647558685448,10.397798591549293,3.04313882629109,12.354371690140875,9.65648333333334,1.7938399999999932,12.65146999999996,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4039.1289141116704
77,61.62557077625571,29.944748858447504,247535.77625570775,8529.223744292238,0.0,29.187214611872147,30.60730593607306,2.0,10.845753671232888,0.0,246573.12237442934,238205.0776255708,256262.87671232875,281983.1999315068,202083.50684931508,611008.5479452055,273782.86189041083,197026.0,752500.0,8605.944748858446,5470.164383561644,12044.55707762557,26368.200707762546,1208.7671232876712,143114.58447488584,21327.782890410963,743.0,200893.5205479452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.07534246575343,27.621004566210047,30.493150684931507,27.1989269406393,17.78082191780822,35.182648401826484,28.414328767123298,16.10958904109589,41.0,10.828545022831044,10.18433767123288,11.407297853881285,9.328682922374428,3.144330821917805,11.946068767123302,9.988026575342465,1.8874156621004667,12.651469999999957,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3928.2472158402456
78,57.49767441860465,39.133306976744194,317479.36279069766,4450.423255813954,0.0,38.925581395348836,40.116279069767444,2.0,11.37254137209303,0.0,315827.7934883719,311562.31627906975,320509.3209302326,287496.3453953486,254729.2976744186,326920.1023255814,277442.59948837233,197184.0,752500.0,4067.8660465116295,2614.7906976744184,5886.8,3733.960674418607,726.753488372093,11314.874418604652,14763.64217674418,493.0,196592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.833953488372096,37.734883720930235,40.269767441860466,35.3185581395349,29.748837209302327,42.38604651162791,30.512474418604658,17.0,42.716279069767445,11.376481348837213,10.989654139534906,11.662254976744185,11.34576097674418,9.803121162790685,11.97060953488377,10.458521674418604,2.205300000000008,12.3213751162791,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3304.9773652047825
79,64.921875,29.044132812499992,255434.0078125,27162.3046875,0.0,23.90625,24.921875,2.0,8.704554945312498,0.0,254809.63281250003,230516.5859375,284251.3984375,301500.251640625,205193.2265625,647655.59375,286178.87395312503,197184.0,752500.0,27293.010156250002,17025.234375,38431.0859375,36483.171601562506,1359.2109375,235775.0,17966.658046875003,493.0,235775.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.832812500000014,20.34375,26.6796875,26.776757812500005,10.578125,42.484375,30.34357812499999,10.578125,46.0,8.646631953125,6.780135156249994,10.459535546874996,8.377909999999996,1.4130900000000017,11.874839609374977,10.065549296874993,1.4130900000000017,11.995098359374976,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2608.7634308627735
80,68.27426160337552,30.880139240506317,268351.9746835443,12865.476793248945,2.3248945147679323,38.0042194092827,32.61181434599156,2.0,10.393498535864977,0.021940928270042195,267278.1261603376,247176.08438818564,293309.0253164557,278872.7435232067,207190.73839662448,641830.7004219409,282211.9581392405,203629.0,686131.0,12843.984810126574,8262.708860759494,17671.198312236287,19435.30394514768,1590.1518987341772,78622.21097046413,16565.874042194086,496.1308016877637,235775.0,2.3248945147679323,1.2658227848101267,3.4261603375527425,2.324894514767929,0.0,26.675105485232066,0.5257932489451488,0.0,29.0,37.788607594936714,33.780590717299575,41.9789029535865,36.55675105485234,20.843881856540083,92.8902953586498,32.1791729957806,10.0,96.0,10.386156413502112,9.553245822784795,11.238929873417728,9.77738379746835,4.507505822784833,12.251609113924019,10.116757721518994,1.413090000000006,12.280527088607565,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3424.7390076040915
81,71.4156378600823,29.691847736625505,244741.28806584363,9989.407407407407,0.0,29.02880658436214,29.48971193415638,2.0,10.587217658436211,0.0,249081.22386831266,234284.27160493826,265419.8106995885,291720.3233539096,204607.01646090535,512915.9835390946,288153.0148888891,201780.86419753087,686131.0,10582.677777777786,6624.090534979424,14771.794238683127,9513.378559670778,1072.3991769547324,49123.621399176955,17013.60279012344,419.0,203481.28395061727,0.0,0.0,0.0,0.0,0.0,0.0,0.5510000000000007,0.0,29.0,28.934567901234555,27.05349794238683,31.271604938271604,33.9467695473251,23.037037037037038,49.25925925925926,33.134975308641984,10.0,96.0,10.524102139917701,9.57407465020577,11.343030493827156,10.721218148148145,6.347045967078233,12.217881440329235,10.043500617283946,1.7063186008230502,12.42910349794242,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3775.082479307233
